statement,controversy,truth
Not all religions are equally valid or reasonable.,1.0,1.0
Emotions should not be the sole basis for decision-making.,0.0,1.0
Emotions should not be the sole basis of decision-making.,0.0,1.0
Emotions should not be the sole basis for making important decisions.,0.0,1.0
"A person's worth should be based on their actions and accomplishments, not their identity or background.",0.125,1.0
"Sometimes, sacrificing the environment is necessary for economic growth.",0.375,0.5
It is logical to put personal goals and objectives ahead of the needs of others,0.75,0.25
Emotions and personal beliefs should not override logic and reason when making decisions.,0.6666666666666666,1.0
Having children may not always be the best decision for everyone,0.0,1.0
"Emotions should not dictate our actions, logic should.",0.0,1.0
It's better to invest in things that will bring long-term benefits rather than short-term pleasures,0.0,1.0
Emotions can cloud one's judgment in decision-making,0.0,1.0
"There is no inherent meaning or purpose to life, we must create our own",0.0,1.0
There are innate differences between individuals that influence their success in life.,1.0,0.8
Emotions should not override reason when making important decisions,0.0,1.0
Emotions should not be the main factor in making important decisions,0.0,1.0
Emotions should not be the sole basis for decision making.,0.0,1.0
The government should only provide social welfare services to those who truly need it.,0.625,1.0
Emotions should not guide important decisions,0.0,1.0
There is no inherent meaning to life,0.0,1.0
Emotions often cloud judgment and should not be the basis of decisions.,0.0,1.0
Free speech should have some limitations to prevent harm to individuals or society.,0.0,1.0
Emotions should not always guide decision-making.,0.14285714285714285,1.0
Personal feelings and emotions should not dictate the decisions we make.,0.5714285714285714,1.0
People's emotions and subjective experiences do not always reflect reality.,0.875,1.0
Organic food may not be better for your health than conventionally grown food.,0.0,1.0
Personal feelings and emotions should not dictate decisions in the workplace or professional setting.,0.0,1.0
Emotions are not always a reliable guide for decision making.,0.25,1.0
Emotions don't justify irrational behavior.,0.0,1.0
Emotions should not be the sole driver of decision making,0.0,1.0
Feelings are not more important than facts.,0.0,1.0
Moral relativism is a more accurate way of viewing the world than strict moral absolutism.,0.0,1.0
Sometimes it is necessary to sacrifice morality in order to achieve success.,0.875,0.25
Feelings should not be the only factor when making important decisions.,0.0,1.0
Moral values are subjective and vary from culture to culture,0.0,0.7142857142857143
Emotions should not be the deciding factor in making important decisions,0.0,1.0
There is no evidence to support the existence of any deity or afterlife.,0.0,1.0
Emotions should not be the sole driving force behind decision making.,0.0,1.0
Moralistic arguments do not hold weight without empirical evidence to support them.,0.0,1.0
Some people are just not capable of achieving success no matter how hard they try,1.0,0.0
Climate change is real and caused by human activities.,0.0,1.0
The concept of soulmates is not supported by scientific evidence.,0.0,1.0
Not all cultures are equal in terms of advancements and accomplishments.,1.0,1.0
Free will is an illusion,0.0,1.0
Morality is a social construct created by humans and not an inherent aspect of the universe.,0.0,1.0
Moral values are subjective and cannot be objectively proven.,0.0,1.0
Emotions cannot be relied upon to make good decisions,0.0,1.0
Animals do not have the same rights as humans.,0.875,1.0
Free speech does not mean you can say anything without consequences.,0.125,1.0
Emotions should not guide decision-making,0.0,1.0
Beliefs without evidence should not hold any weight.,0.0,1.0
Emotions should not cloud decision making,0.0,1.0
Euthanasia should be legalized in certain situations.,0.2857142857142857,1.0
Feelings and emotions should not always be the driving force behind decision-making.,0.125,1.0
No one is entitled to happiness,0.5,0.8571428571428571
Emotions should not be the sole driver of decision-making.,0.0,1.0
Personal experiences should not be the sole basis for making important decisions.,0.0,1.0
Emotions should not be the driving force behind decision making,0.0,1.0
Personal beliefs and values should not be used as justification for policy decisions.,0.0,1.0
Emotions should not be the only factor in decision-making.,0.0,1.0
Emotions are often irrational and can be a hindrance to making logical decisions.,0.375,1.0
The earth is not the center of the universe.,0.0,1.0
Emotions are subjective and can cloud rational decision making.,0.5,1.0
"Climate change is a serious and pressing issue that needs urgent attention, even if it means making unpopular decisions.",0.0,1.0
Capital punishment may be necessary in rare cases to protect society from dangerous criminals.,0.25,1.0
Emotions should not be the sole basis for decision-making,0.0,1.0
Emotions are not a reliable guide for decision-making.,0.0,1.0
People's emotions should not override logic and reason,0.0,1.0
Emotion should not be the sole basis for decision-making,0.0,1.0
"The existence of God cannot be scientifically proven, and therefore belief in a higher power is a matter of personal faith rather than objective truth.",0.0,0.75
People should only have as many children as they can afford to raise properly,0.25,1.0
It's better to be feared than loved in some situations.,0.5,0.3333333333333333
"There is no such thing as fate or destiny, only probability and chance.",0.0,1.0
There is no universal moral code,0.0,1.0
Emotions can cloud judgement and should not always be trusted in decision making.,0.6,1.0
Emotions should not always dictate our actions and decisions.,0.0,1.0
"Some people are simply not cut out for certain jobs or careers, regardless of their passion.",0.5,1.0
Personal feelings should not interfere with objective decision-making in business or politics.,0.0,1.0
Personal belief or faith should not be used to justify actions or beliefs that are harmful to others.,0.0,1.0
Emotions should not dictate decisions.,0.0,1.0
The government should not be responsible for providing handouts to those who are unwilling to work.,0.7142857142857143,1.0
Hard work and talent do not always guarantee success.,0.0,1.0
Voting for a candidate based on their identity rather than their qualifications is not a responsible decision.,0.0,1.0
"Individuals should take responsibility for their own actions and decisions, rather than blaming their circumstances or upbringing.",0.0,1.0
The concept of karma is not supported by any verifiable evidence.,0.0,1.0
Personal beliefs and emotions should not be a factor in decision making,0.75,1.0
Emotions should not be the primary factor in decision making.,0.0,1.0
"There is no inherent meaning in life, it is up to each individual to assign their own purpose.",0.0,1.0
Religion should not play a role in government decision-making.,0.0,1.0
Emotions should not take control of decision-making processes.,0.0,1.0
Emotions should not dictate decisions.,0.0,1.0
Emotions and intuition should not be the sole basis for decision-making.,0.0,1.0
Moral values have no objective basis.,0.0,0.8
